seed,t_steps,condition,fitness,wall_sec
5883,1000000,open_loop,-1.521795e-04,13.91
5883,1000000,gain=200,-2.708675e-05,16.14
5920,1000000,open_loop,-1.518341e-04,13.91
5920,1000000,gain=200,-2.708675e-05,15.82
5957,1000000,open_loop,-1.536940e-04,13.95
5957,1000000,gain=200,-2.708675e-05,15.74
5994,1000000,open_loop,-1.526786e-04,13.94
5994,1000000,gain=200,-2.708675e-05,15.71
6031,1000000,open_loop,-1.538230e-04,13.89
6031,1000000,gain=200,-2.708675e-05,15.74
6068,1000000,open_loop,-1.542470e-04,13.89
6068,1000000,gain=200,-2.708675e-05,15.74
6105,1000000,open_loop,-1.538106e-04,13.94
6105,1000000,gain=200,-2.708675e-05,15.72
6142,1000000,open_loop,-1.519855e-04,13.90
6142,1000000,gain=200,-2.708675e-05,15.71
6179,1000000,open_loop,-1.515074e-04,13.95
6179,1000000,gain=200,-2.708675e-05,15.74
6216,1000000,open_loop,-1.534387e-04,13.94
6216,1000000,gain=200,-2.708675e-05,15.73
6253,1000000,open_loop,-1.538381e-04,13.95
6253,1000000,gain=200,-2.708675e-05,15.85
6290,1000000,open_loop,-1.540273e-04,14.01
6290,1000000,gain=200,-2.708675e-05,15.73
6327,1000000,open_loop,-1.541016e-04,13.89
6327,1000000,gain=200,-2.708675e-05,16.18
6364,1000000,open_loop,-1.523046e-04,13.95
6364,1000000,gain=200,-2.708675e-05,15.74
6401,1000000,open_loop,-1.530635e-04,13.97
6401,1000000,gain=200,-2.708675e-05,16.22
6438,1000000,open_loop,-1.528296e-04,13.96
6438,1000000,gain=200,-2.708675e-05,16.37
6475,1000000,open_loop,-1.519228e-04,13.91
6475,1000000,gain=200,-2.708675e-05,15.63
6512,1000000,open_loop,-1.531698e-04,13.89
6512,1000000,gain=200,-2.708675e-05,16.05
6549,1000000,open_loop,-1.526910e-04,13.87
6549,1000000,gain=200,-2.708675e-05,15.72
6586,1000000,open_loop,-1.520048e-04,14.94
6586,1000000,gain=200,-2.708675e-05,15.71
6623,1000000,open_loop,-1.519093e-04,13.87
6623,1000000,gain=200,-2.708675e-05,15.70
6660,1000000,open_loop,-1.534030e-04,13.88
6660,1000000,gain=200,-2.708675e-05,15.79
6697,1000000,open_loop,-1.518582e-04,13.89
6697,1000000,gain=200,-2.708675e-05,15.71
6734,1000000,open_loop,-1.531849e-04,13.93
6734,1000000,gain=200,-2.708675e-05,15.75
6771,1000000,open_loop,-1.540292e-04,13.91
6771,1000000,gain=200,-2.708675e-05,15.73
6808,1000000,open_loop,-1.547216e-04,13.93
6808,1000000,gain=200,-2.708675e-05,15.76
6845,1000000,open_loop,-1.539096e-04,13.93
6845,1000000,gain=200,-2.708675e-05,16.06
6882,1000000,open_loop,-1.526516e-04,13.98
6882,1000000,gain=200,-2.708675e-05,16.21
6919,1000000,open_loop,-1.518930e-04,13.98
6919,1000000,gain=200,-2.708675e-05,15.71
6956,1000000,open_loop,-1.536823e-04,13.98
6956,1000000,gain=200,-2.708675e-05,16.36
6993,1000000,open_loop,-1.539679e-04,13.96
6993,1000000,gain=200,-2.708675e-05,15.74
7030,1000000,open_loop,-1.538075e-04,13.89
7030,1000000,gain=200,-2.708675e-05,15.71
7067,1000000,open_loop,-1.518823e-04,13.93
7067,1000000,gain=200,-2.708675e-05,15.71
7104,1000000,open_loop,-1.528148e-04,13.90
7104,1000000,gain=200,-2.708675e-05,16.24
7141,1000000,open_loop,-1.543408e-04,13.97
7141,1000000,gain=200,-2.708675e-05,15.73
7178,1000000,open_loop,-1.535080e-04,13.92
7178,1000000,gain=200,-2.708675e-05,15.71
7215,1000000,open_loop,-1.525309e-04,13.90
7215,1000000,gain=200,-2.708675e-05,15.73
7252,1000000,open_loop,-1.539121e-04,13.94
7252,1000000,gain=200,-2.708675e-05,15.74
7289,1000000,open_loop,-1.526087e-04,13.95
7289,1000000,gain=200,-2.708675e-05,15.71
7326,1000000,open_loop,-1.528513e-04,13.89
7326,1000000,gain=200,-2.708675e-05,15.71
7363,1000000,open_loop,-1.528094e-04,13.91
7363,1000000,gain=200,-2.708675e-05,15.72
7400,1000000,open_loop,-1.531962e-04,13.94
7400,1000000,gain=200,-2.708675e-05,15.92
7437,1000000,open_loop,-1.534936e-04,13.95
7437,1000000,gain=200,-2.708675e-05,15.76
7474,1000000,open_loop,-1.540320e-04,13.89
7474,1000000,gain=200,-2.708675e-05,15.74
7511,1000000,open_loop,-1.533425e-04,13.88
7511,1000000,gain=200,-2.708675e-05,15.71
7548,1000000,open_loop,-1.534773e-04,13.90
7548,1000000,gain=200,-2.708675e-05,16.19
7585,1000000,open_loop,-1.523385e-04,13.96
7585,1000000,gain=200,-2.708675e-05,16.09
7622,1000000,open_loop,-1.529043e-04,13.93
7622,1000000,gain=200,-2.708675e-05,15.70
7659,1000000,open_loop,-1.518935e-04,13.98
7659,1000000,gain=200,-2.708675e-05,16.40
7696,1000000,open_loop,-1.533308e-04,13.91
7696,1000000,gain=200,-2.708675e-05,15.76
7733,1000000,open_loop,-1.533893e-04,13.96
7733,1000000,gain=200,-2.708675e-05,15.70
7770,1000000,open_loop,-1.525445e-04,13.88
7770,1000000,gain=200,-2.708675e-05,15.71
7807,1000000,open_loop,-1.540329e-04,13.92
7807,1000000,gain=200,-2.708675e-05,15.72
7844,1000000,open_loop,-1.531732e-04,13.91
7844,1000000,gain=200,-2.708675e-05,15.72
7881,1000000,open_loop,-1.528297e-04,13.94
7881,1000000,gain=200,-2.708675e-05,15.72
7918,1000000,open_loop,-1.541175e-04,13.89
7918,1000000,gain=200,-2.708675e-05,15.73
7955,1000000,open_loop,-1.535489e-04,13.89
7955,1000000,gain=200,-2.708675e-05,15.74
7992,1000000,open_loop,-1.531358e-04,13.96
7992,1000000,gain=200,-2.708675e-05,16.21
8029,1000000,open_loop,-1.522611e-04,13.94
8029,1000000,gain=200,-2.708675e-05,15.74
8066,1000000,open_loop,-1.540321e-04,13.90
8066,1000000,gain=200,-2.708675e-05,16.13
8103,1000000,open_loop,-1.532189e-04,13.96
8103,1000000,gain=200,-2.708675e-05,16.71
8140,1000000,open_loop,-1.537068e-04,13.96
8140,1000000,gain=200,-2.708675e-05,15.75
8177,1000000,open_loop,-1.537537e-04,13.94
8177,1000000,gain=200,-2.708675e-05,16.38
8214,1000000,open_loop,-1.532820e-04,13.91
8214,1000000,gain=200,-2.708675e-05,15.74
8251,1000000,open_loop,-1.530793e-04,13.94
8251,1000000,gain=200,-2.708675e-05,15.72
8288,1000000,open_loop,-1.534570e-04,13.92
8288,1000000,gain=200,-2.708675e-05,15.71
8325,1000000,open_loop,-1.535642e-04,13.93
8325,1000000,gain=200,-2.708675e-05,15.73
8362,1000000,open_loop,-1.520905e-04,13.91
8362,1000000,gain=200,-2.708675e-05,15.73
8399,1000000,open_loop,-1.521462e-04,13.93
8399,1000000,gain=200,-2.708675e-05,15.72
8436,1000000,open_loop,-1.524693e-04,13.92
8436,1000000,gain=200,-2.708675e-05,15.75
8473,1000000,open_loop,-1.544216e-04,13.93
8473,1000000,gain=200,-2.708675e-05,15.75
8510,1000000,open_loop,-1.526703e-04,13.92
8510,1000000,gain=200,-2.708675e-05,15.74
8547,1000000,open_loop,-1.540175e-04,13.94
8547,1000000,gain=200,-2.708675e-05,15.72
8584,1000000,open_loop,-1.536535e-04,13.97
8584,1000000,gain=200,-2.708675e-05,15.76
8621,1000000,open_loop,-1.536318e-04,13.94
8621,1000000,gain=200,-2.708675e-05,16.27
8658,1000000,open_loop,-1.535693e-04,13.94
8658,1000000,gain=200,-2.708675e-05,15.74
8695,1000000,open_loop,-1.543899e-04,13.93
8695,1000000,gain=200,-2.708675e-05,15.94
8732,1000000,open_loop,-1.521658e-04,13.88
8732,1000000,gain=200,-2.708675e-05,15.70
8769,1000000,open_loop,-1.529095e-04,13.91
8769,1000000,gain=200,-2.708675e-05,16.28
8806,1000000,open_loop,-1.538387e-04,13.93
8806,1000000,gain=200,-2.708675e-05,16.12
8843,1000000,open_loop,-1.533591e-04,13.94
8843,1000000,gain=200,-2.708675e-05,15.74
8880,1000000,open_loop,-1.531675e-04,13.94
8880,1000000,gain=200,-2.708675e-05,16.11
8917,1000000,open_loop,-1.536491e-04,13.90
8917,1000000,gain=200,-2.708675e-05,15.75
8954,1000000,open_loop,-1.532593e-04,13.92
8954,1000000,gain=200,-2.708675e-05,15.75
8991,1000000,open_loop,-1.535974e-04,13.97
8991,1000000,gain=200,-2.708675e-05,15.74
9028,1000000,open_loop,-1.528754e-04,13.97
9028,1000000,gain=200,-2.708675e-05,15.76
9065,1000000,open_loop,-1.529040e-04,14.01
9065,1000000,gain=200,-2.708675e-05,15.79
9102,1000000,open_loop,-1.548516e-04,13.95
9102,1000000,gain=200,-2.708675e-05,15.73
9139,1000000,open_loop,-1.536534e-04,13.96
9139,1000000,gain=200,-2.708675e-05,15.75
9176,1000000,open_loop,-1.540721e-04,13.92
9176,1000000,gain=200,-2.708675e-05,15.75
9213,1000000,open_loop,-1.535053e-04,13.89
9213,1000000,gain=200,-2.708675e-05,16.15
9250,1000000,open_loop,-1.516107e-04,13.92
9250,1000000,gain=200,-2.708675e-05,15.77
9287,1000000,open_loop,-1.529637e-04,13.95
9287,1000000,gain=200,-2.708675e-05,16.27
9324,1000000,open_loop,-1.534120e-04,13.96
9324,1000000,gain=200,-2.708675e-05,16.31
9361,1000000,open_loop,-1.526204e-04,13.94
9361,1000000,gain=200,-2.708675e-05,15.71
9398,1000000,open_loop,-1.531809e-04,13.90
9398,1000000,gain=200,-2.708675e-05,16.00
9435,1000000,open_loop,-1.531463e-04,13.94
9435,1000000,gain=200,-2.708675e-05,15.72
9472,1000000,open_loop,-1.519345e-04,13.91
9472,1000000,gain=200,-2.708675e-05,15.71
9509,1000000,open_loop,-1.537529e-04,13.98
9509,1000000,gain=200,-2.708675e-05,15.72
9546,1000000,open_loop,-1.518837e-04,13.93
9546,1000000,gain=200,-2.708675e-05,15.75
9583,1000000,open_loop,-1.532188e-04,14.01
9583,1000000,gain=200,-2.708675e-05,15.85
9620,1000000,open_loop,-1.533514e-04,13.88
9620,1000000,gain=200,-2.708675e-05,15.74
9657,1000000,open_loop,-1.532367e-04,13.95
9657,1000000,gain=200,-2.708675e-05,15.72
9694,1000000,open_loop,-1.516486e-04,13.90
9694,1000000,gain=200,-2.708675e-05,15.73
9731,1000000,open_loop,-1.546632e-04,13.94
9731,1000000,gain=200,-2.708675e-05,15.73
9768,1000000,open_loop,-1.533326e-04,14.00
9768,1000000,gain=200,-2.708675e-05,15.94
9805,1000000,open_loop,-1.518658e-04,13.93
9805,1000000,gain=200,-2.708675e-05,15.72
9842,1000000,open_loop,-1.526460e-04,13.94
9842,1000000,gain=200,-2.708675e-05,16.19
9879,1000000,open_loop,-1.529058e-04,13.96
9879,1000000,gain=200,-2.708675e-05,15.75
9916,1000000,open_loop,-1.532804e-04,13.88
9916,1000000,gain=200,-2.708675e-05,15.70
9953,1000000,open_loop,-1.523291e-04,13.92
9953,1000000,gain=200,-2.708675e-05,15.74
9990,1000000,open_loop,-1.522468e-04,13.97
9990,1000000,gain=200,-2.708675e-05,16.17
10027,1000000,open_loop,-1.522049e-04,13.98
10027,1000000,gain=200,-2.708675e-05,15.86
10064,1000000,open_loop,-1.529807e-04,13.98
10064,1000000,gain=200,-2.708675e-05,15.79
10101,1000000,open_loop,-1.542634e-04,13.99
10101,1000000,gain=200,-2.708675e-05,15.83
10138,1000000,open_loop,-1.532389e-04,14.03
10138,1000000,gain=200,-2.708675e-05,15.77
10175,1000000,open_loop,-1.525796e-04,13.97
10175,1000000,gain=200,-2.708675e-05,15.75
10212,1000000,open_loop,-1.527680e-04,13.93
10212,1000000,gain=200,-2.708675e-05,15.73
10249,1000000,open_loop,-1.538161e-04,13.91
10249,1000000,gain=200,-2.708675e-05,15.77
10286,1000000,open_loop,-1.540208e-04,13.92
10286,1000000,gain=200,-2.708675e-05,15.75
10323,1000000,open_loop,-1.534456e-04,13.96
10323,1000000,gain=200,-2.708675e-05,15.76
10360,1000000,open_loop,-1.544724e-04,13.99
10360,1000000,gain=200,-2.708675e-05,15.87
10397,1000000,open_loop,-1.535356e-04,13.92
10397,1000000,gain=200,-2.708675e-05,15.77
10434,1000000,open_loop,-1.538675e-04,13.97
10434,1000000,gain=200,-2.708675e-05,15.78
10471,1000000,open_loop,-1.540236e-04,13.92
10471,1000000,gain=200,-2.708675e-05,15.78
10508,1000000,open_loop,-1.527924e-04,13.98
10508,1000000,gain=200,-2.708675e-05,16.22
10545,1000000,open_loop,-1.524554e-04,13.97
10545,1000000,gain=200,-2.708675e-05,16.32
10582,1000000,open_loop,-1.519427e-04,13.99
10582,1000000,gain=200,-2.708675e-05,15.78
10619,1000000,open_loop,-1.536434e-04,14.00
10619,1000000,gain=200,-2.708675e-05,16.40
10656,1000000,open_loop,-1.528144e-04,14.02
10656,1000000,gain=200,-2.708675e-05,15.81
10693,1000000,open_loop,-1.518780e-04,13.98
10693,1000000,gain=200,-2.708675e-05,15.78
10730,1000000,open_loop,-1.532524e-04,13.96
10730,1000000,gain=200,-2.708675e-05,15.78
10767,1000000,open_loop,-1.529450e-04,13.95
10767,1000000,gain=200,-2.708675e-05,15.81
10804,1000000,open_loop,-1.523874e-04,14.01
10804,1000000,gain=200,-2.708675e-05,15.76
10841,1000000,open_loop,-1.536701e-04,14.00
10841,1000000,gain=200,-2.708675e-05,15.75
10878,1000000,open_loop,-1.517904e-04,13.98
10878,1000000,gain=200,-2.708675e-05,15.82
10915,1000000,open_loop,-1.532249e-04,13.98
10915,1000000,gain=200,-2.708675e-05,15.87
10952,1000000,open_loop,-1.529526e-04,13.92
10952,1000000,gain=200,-2.708675e-05,16.09
10989,1000000,open_loop,-1.535146e-04,13.95
10989,1000000,gain=200,-2.708675e-05,15.95
11026,1000000,open_loop,-1.528718e-04,13.96
11026,1000000,gain=200,-2.708675e-05,15.93
11063,1000000,open_loop,-1.527976e-04,13.98
11063,1000000,gain=200,-2.708675e-05,16.68
11100,1000000,open_loop,-1.532015e-04,13.97
11100,1000000,gain=200,-2.708675e-05,15.81
11137,1000000,open_loop,-1.545368e-04,13.94
11137,1000000,gain=200,-2.708675e-05,15.81
11174,1000000,open_loop,-1.542517e-04,14.00
11174,1000000,gain=200,-2.708675e-05,15.78
11211,1000000,open_loop,-1.531618e-04,13.92
11211,1000000,gain=200,-2.708675e-05,16.22
11248,1000000,open_loop,-1.529451e-04,14.01
11248,1000000,gain=200,-2.708675e-05,15.76
11285,1000000,open_loop,-1.527631e-04,13.99
11285,1000000,gain=200,-2.708675e-05,15.76
11322,1000000,open_loop,-1.535011e-04,13.99
11322,1000000,gain=200,-2.708675e-05,15.77
11359,1000000,open_loop,-1.527572e-04,13.95
11359,1000000,gain=200,-2.708675e-05,15.84
11396,1000000,open_loop,-1.551778e-04,14.10
11396,1000000,gain=200,-2.708675e-05,15.95
11433,1000000,open_loop,-1.533319e-04,13.99
11433,1000000,gain=200,-2.708675e-05,15.80
11470,1000000,open_loop,-1.527808e-04,14.05
11470,1000000,gain=200,-2.708675e-05,15.77
11507,1000000,open_loop,-1.539086e-04,13.97
11507,1000000,gain=200,-2.708675e-05,15.82
11544,1000000,open_loop,-1.516190e-04,14.06
11544,1000000,gain=200,-2.708675e-05,15.77
11581,1000000,open_loop,-1.554956e-04,13.96
11581,1000000,gain=200,-2.708675e-05,15.85
11618,1000000,open_loop,-1.531545e-04,13.92
11618,1000000,gain=200,-2.708675e-05,15.89
11655,1000000,open_loop,-1.546149e-04,13.91
11655,1000000,gain=200,-2.708675e-05,16.27
11692,1000000,open_loop,-1.525101e-04,14.10
11692,1000000,gain=200,-2.708675e-05,15.87
11729,1000000,open_loop,-1.520095e-04,13.93
11729,1000000,gain=200,-2.708675e-05,16.21
11766,1000000,open_loop,-1.534748e-04,14.03
11766,1000000,gain=200,-2.708675e-05,16.64
11803,1000000,open_loop,-1.528404e-04,14.15
11803,1000000,gain=200,-2.708675e-05,15.81
11840,1000000,open_loop,-1.528234e-04,13.99
11840,1000000,gain=200,-2.708675e-05,15.90
11877,1000000,open_loop,-1.518754e-04,14.08
11877,1000000,gain=200,-2.708675e-05,15.80
11914,1000000,open_loop,-1.529113e-04,14.05
11914,1000000,gain=200,-2.708675e-05,15.75
11951,1000000,open_loop,-1.518679e-04,13.97
11951,1000000,gain=200,-2.708675e-05,15.83
11988,1000000,open_loop,-1.520796e-04,14.09
11988,1000000,gain=200,-2.708675e-05,15.75
12025,1000000,open_loop,-1.519573e-04,14.09
12025,1000000,gain=200,-2.708675e-05,15.80
12062,1000000,open_loop,-1.544327e-04,14.03
12062,1000000,gain=200,-2.708675e-05,15.89
12099,1000000,open_loop,-1.542081e-04,13.99
12099,1000000,gain=200,-2.708675e-05,15.88
12136,1000000,open_loop,-1.528678e-04,13.99
12136,1000000,gain=200,-2.708675e-05,15.79
12173,1000000,open_loop,-1.535682e-04,14.02
12173,1000000,gain=200,-2.708675e-05,16.09
12210,1000000,open_loop,-1.538613e-04,14.04
12210,1000000,gain=200,-2.708675e-05,16.36
12247,1000000,open_loop,-1.533667e-04,14.13
12247,1000000,gain=200,-2.708675e-05,15.82
12284,1000000,open_loop,-1.534309e-04,13.95
12284,1000000,gain=200,-2.708675e-05,16.27
12321,1000000,open_loop,-1.559559e-04,14.05
12321,1000000,gain=200,-2.708675e-05,15.80
12358,1000000,open_loop,-1.534167e-04,13.95
12358,1000000,gain=200,-2.708675e-05,16.24
12395,1000000,open_loop,-1.537220e-04,13.92
12395,1000000,gain=200,-2.708675e-05,15.82
12432,1000000,open_loop,-1.524656e-04,13.99
12432,1000000,gain=200,-2.708675e-05,16.25
12469,1000000,open_loop,-1.550268e-04,13.99
12469,1000000,gain=200,-2.708675e-05,15.77
12506,1000000,open_loop,-1.544313e-04,13.96
12506,1000000,gain=200,-2.708675e-05,15.75
12543,1000000,open_loop,-1.540541e-04,14.10
12543,1000000,gain=200,-2.708675e-05,15.80
12580,1000000,open_loop,-1.538186e-04,14.10
12580,1000000,gain=200,-2.708675e-05,15.77
12617,1000000,open_loop,-1.530339e-04,13.98
12617,1000000,gain=200,-2.708675e-05,15.75
12654,1000000,open_loop,-1.533128e-04,13.95
12654,1000000,gain=200,-2.708675e-05,15.85
12691,1000000,open_loop,-1.536935e-04,13.94
12691,1000000,gain=200,-2.708675e-05,15.82
12728,1000000,open_loop,-1.513882e-04,13.95
12728,1000000,gain=200,-2.708675e-05,15.84
12765,1000000,open_loop,-1.538840e-04,13.96
12765,1000000,gain=200,-2.708675e-05,15.83
12802,1000000,open_loop,-1.532857e-04,14.10
12802,1000000,gain=200,-2.708675e-05,15.77
12839,1000000,open_loop,-1.541900e-04,14.06
12839,1000000,gain=200,-2.708675e-05,15.84
12876,1000000,open_loop,-1.527576e-04,13.97
12876,1000000,gain=200,-2.708675e-05,16.20
12913,1000000,open_loop,-1.532723e-04,14.02
12913,1000000,gain=200,-2.708675e-05,16.40
12950,1000000,open_loop,-1.532906e-04,13.96
12950,1000000,gain=200,-2.708675e-05,15.75
12987,1000000,open_loop,-1.539953e-04,14.09
12987,1000000,gain=200,-2.708675e-05,16.42
13024,1000000,open_loop,-1.527223e-04,13.98
13024,1000000,gain=200,-2.708675e-05,15.79
13061,1000000,open_loop,-1.520163e-04,13.96
13061,1000000,gain=200,-2.708675e-05,15.78
13098,1000000,open_loop,-1.533876e-04,14.02
13098,1000000,gain=200,-2.708675e-05,15.78
13135,1000000,open_loop,-1.537451e-04,13.97
13135,1000000,gain=200,-2.708675e-05,15.81
13172,1000000,open_loop,-1.546015e-04,14.11
13172,1000000,gain=200,-2.708675e-05,15.80
13209,1000000,open_loop,-1.522410e-04,13.96
13209,1000000,gain=200,-2.708675e-05,15.81
13246,1000000,open_loop,-1.531124e-04,13.98
13246,1000000,gain=200,-2.708675e-05,15.79
13283,1000000,open_loop,-1.524945e-04,14.00
13283,1000000,gain=200,-2.708675e-05,15.78
13320,1000000,open_loop,-1.535024e-04,14.11
13320,1000000,gain=200,-2.708675e-05,16.20
13357,1000000,open_loop,-1.532477e-04,13.98
13357,1000000,gain=200,-2.708675e-05,15.98
13394,1000000,open_loop,-1.532085e-04,13.96
13394,1000000,gain=200,-2.708675e-05,15.93
13431,1000000,open_loop,-1.536879e-04,14.11
13431,1000000,gain=200,-2.708675e-05,16.74
13468,1000000,open_loop,-1.527216e-04,14.11
13468,1000000,gain=200,-2.708675e-05,15.87
13505,1000000,open_loop,-1.533075e-04,13.94
13505,1000000,gain=200,-2.708675e-05,15.82
13542,1000000,open_loop,-1.531731e-04,14.09
13542,1000000,gain=200,-2.708675e-05,15.76
13579,1000000,open_loop,-1.526033e-04,14.00
13579,1000000,gain=200,-2.708675e-05,16.23
13616,1000000,open_loop,-1.529641e-04,13.99
13616,1000000,gain=200,-2.708675e-05,15.77
13653,1000000,open_loop,-1.528722e-04,14.13
13653,1000000,gain=200,-2.708675e-05,15.79
13690,1000000,open_loop,-1.525169e-04,14.00
13690,1000000,gain=200,-2.708675e-05,15.81
13727,1000000,open_loop,-1.522983e-04,14.10
13727,1000000,gain=200,-2.708675e-05,15.79
13764,1000000,open_loop,-1.530940e-04,13.97
13764,1000000,gain=200,-2.708675e-05,15.76
13801,1000000,open_loop,-1.532020e-04,14.06
13801,1000000,gain=200,-2.708675e-05,15.83
13838,1000000,open_loop,-1.535831e-04,13.88
13838,1000000,gain=200,-2.708675e-05,15.76
13875,1000000,open_loop,-1.539087e-04,14.02
13875,1000000,gain=200,-2.708675e-05,15.82
13912,1000000,open_loop,-1.536179e-04,14.10
13912,1000000,gain=200,-2.708675e-05,15.76
13949,1000000,open_loop,-1.533521e-04,13.98
13949,1000000,gain=200,-2.708675e-05,15.88
13986,1000000,open_loop,-1.522439e-04,13.96
13986,1000000,gain=200,-2.708675e-05,15.79
14023,1000000,open_loop,-1.540938e-04,14.03
14023,1000000,gain=200,-2.708675e-05,16.35
14060,1000000,open_loop,-1.529422e-04,14.01
14060,1000000,gain=200,-2.708675e-05,15.88
14097,1000000,open_loop,-1.528687e-04,13.97
14097,1000000,gain=200,-2.708675e-05,16.16
14134,1000000,open_loop,-1.539801e-04,13.97
14134,1000000,gain=200,-2.708675e-05,16.67
14171,1000000,open_loop,-1.523177e-04,13.99
14171,1000000,gain=200,-2.708675e-05,15.79
14208,1000000,open_loop,-1.537076e-04,13.94
14208,1000000,gain=200,-2.708675e-05,16.10
14245,1000000,open_loop,-1.527493e-04,14.03
14245,1000000,gain=200,-2.708675e-05,15.84
14282,1000000,open_loop,-1.523617e-04,14.05
14282,1000000,gain=200,-2.708675e-05,15.79
14319,1000000,open_loop,-1.529887e-04,13.92
14319,1000000,gain=200,-2.708675e-05,15.73
14356,1000000,open_loop,-1.537606e-04,13.92
14356,1000000,gain=200,-2.708675e-05,15.74
14393,1000000,open_loop,-1.531577e-04,13.97
14393,1000000,gain=200,-2.708675e-05,15.79
14430,1000000,open_loop,-1.518704e-04,13.99
14430,1000000,gain=200,-2.708675e-05,15.77
14467,1000000,open_loop,-1.536117e-04,14.02
14467,1000000,gain=200,-2.708675e-05,15.80
14504,1000000,open_loop,-1.529115e-04,14.03
14504,1000000,gain=200,-2.708675e-05,16.98
14541,1000000,open_loop,-1.538134e-04,14.00
14541,1000000,gain=200,-2.708675e-05,16.24
14578,1000000,open_loop,-1.521915e-04,13.97
14578,1000000,gain=200,-2.708675e-05,15.77
14615,1000000,open_loop,-1.529996e-04,13.94
14615,1000000,gain=200,-2.708675e-05,16.23
14652,1000000,open_loop,-1.530016e-04,13.97
14652,1000000,gain=200,-2.708675e-05,16.48
14689,1000000,open_loop,-1.519678e-04,14.03
14689,1000000,gain=200,-2.708675e-05,15.77
14726,1000000,open_loop,-1.526021e-04,14.04
14726,1000000,gain=200,-2.708675e-05,15.97
14763,1000000,open_loop,-1.518192e-04,13.98
14763,1000000,gain=200,-2.708675e-05,15.92
14800,1000000,open_loop,-1.522037e-04,14.07
14800,1000000,gain=200,-2.708675e-05,15.87
14837,1000000,open_loop,-1.533747e-04,14.12
14837,1000000,gain=200,-2.708675e-05,15.85
14874,1000000,open_loop,-1.540487e-04,14.01
14874,1000000,gain=200,-2.708675e-05,15.75
14911,1000000,open_loop,-1.505870e-04,14.00
14911,1000000,gain=200,-2.708675e-05,15.73
14948,1000000,open_loop,-1.553453e-04,13.95
14948,1000000,gain=200,-2.708675e-05,15.86
14985,1000000,open_loop,-1.528290e-04,14.09
14985,1000000,gain=200,-2.708675e-05,15.79
15022,1000000,open_loop,-1.536645e-04,14.10
15022,1000000,gain=200,-2.708675e-05,15.87
15059,1000000,open_loop,-1.541736e-04,13.97
15059,1000000,gain=200,-2.708675e-05,15.74
15096,1000000,open_loop,-1.527889e-04,13.96
15096,1000000,gain=200,-2.708675e-05,16.06
15133,1000000,open_loop,-1.539106e-04,13.97
15133,1000000,gain=200,-2.708675e-05,15.78
15170,1000000,open_loop,-1.534173e-04,13.98
15170,1000000,gain=200,-2.708675e-05,16.24
15207,1000000,open_loop,-1.531843e-04,13.91
15207,1000000,gain=200,-2.708675e-05,15.84
15244,1000000,open_loop,-1.522075e-04,13.94
15244,1000000,gain=200,-2.708675e-05,15.94
15281,1000000,open_loop,-1.534685e-04,14.06
15281,1000000,gain=200,-2.708675e-05,15.84
15318,1000000,open_loop,-1.539285e-04,13.97
15318,1000000,gain=200,-2.708675e-05,16.18
15355,1000000,open_loop,-1.536396e-04,14.06
15355,1000000,gain=200,-2.708675e-05,16.26
15392,1000000,open_loop,-1.527672e-04,14.12
15392,1000000,gain=200,-2.708675e-05,15.74
15429,1000000,open_loop,-1.522982e-04,13.95
15429,1000000,gain=200,-2.708675e-05,15.82
15466,1000000,open_loop,-1.532261e-04,14.04
15466,1000000,gain=200,-2.708675e-05,15.86
15503,1000000,open_loop,-1.534225e-04,13.94
15503,1000000,gain=200,-2.708675e-05,15.81
15540,1000000,open_loop,-1.520515e-04,14.10
15540,1000000,gain=200,-2.708675e-05,15.76
15577,1000000,open_loop,-1.532788e-04,14.02
15577,1000000,gain=200,-2.708675e-05,15.79
15614,1000000,open_loop,-1.536372e-04,13.97
15614,1000000,gain=200,-2.708675e-05,15.76
15651,1000000,open_loop,-1.524632e-04,14.04
15651,1000000,gain=200,-2.708675e-05,15.81
15688,1000000,open_loop,-1.520846e-04,13.95
15688,1000000,gain=200,-2.708675e-05,15.77
15725,1000000,open_loop,-1.546020e-04,14.05
15725,1000000,gain=200,-2.708675e-05,15.85
15762,1000000,open_loop,-1.527897e-04,13.97
15762,1000000,gain=200,-2.708675e-05,15.94
15799,1000000,open_loop,-1.535974e-04,14.00
15799,1000000,gain=200,-2.708675e-05,16.47
15836,1000000,open_loop,-1.536399e-04,14.00
15836,1000000,gain=200,-2.708675e-05,15.75
15873,1000000,open_loop,-1.516022e-04,14.06
15873,1000000,gain=200,-2.708675e-05,16.35
15910,1000000,open_loop,-1.532779e-04,14.09
15910,1000000,gain=200,-2.708675e-05,15.78
15947,1000000,open_loop,-1.529395e-04,14.00
15947,1000000,gain=200,-2.708675e-05,15.81
15984,1000000,open_loop,-1.528837e-04,13.86
15984,1000000,gain=200,-2.708675e-05,15.72
16021,1000000,open_loop,-1.515737e-04,14.01
16021,1000000,gain=200,-2.708675e-05,15.78
16058,1000000,open_loop,-1.528379e-04,13.99
16058,1000000,gain=200,-2.708675e-05,15.76
16095,1000000,open_loop,-1.545014e-04,14.04
16095,1000000,gain=200,-2.708675e-05,15.71
16132,1000000,open_loop,-1.538751e-04,13.97
16132,1000000,gain=200,-2.708675e-05,15.80
16169,1000000,open_loop,-1.543856e-04,14.00
16169,1000000,gain=200,-2.708675e-05,15.76
16206,1000000,open_loop,-1.541768e-04,13.99
